zona;area_quartos;enderecos_lista;aluguel
sul;20 m² construídos1 quarto;Rua João Batista Bonamini 151, Vila Brasílio Machado, São Paulo Zona Sul, São Paulo;1.125
sul;96 m² construídos2 quartos;R Do Piquete, Vila Monumento, São Paulo Zona Sul, São Paulo;2.300
sul;200 m² construídos2 quartos;R Leopoldo Amaral, Jardim Da Glória, São Paulo Zona Sul, São Paulo;5.000
sul;280 m² construídos4 quartos;Rua Gaivota, Moema, São Paulo Zona Sul, São Paulo;16.000
sul;96 m² construídos2 quartos;R Do Piquete, Vila Monumento, São Paulo Zona Sul, São Paulo;2.300
sul;200 m² construídos2 quartos;R Leopoldo Amaral, Jardim Da Glória, São Paulo Zona Sul, São Paulo;5.000
sul;48 m² construídos1 quarto;Vila Mariana, São Paulo Zona Sul, São Paulo;3.300
sul;48 m² construídos1 quarto;R Doutor Álvaro Alvim, Vila Mariana, São Paulo Zona Sul, São Paulo;3.300
sul;2 quartos;Rua Ailson Simões, Cupecê, São Paulo Zona Sul, São Paulo;1.800
sul;60 m² construídos;Rua Da Imprensa, Vila São José, São Paulo Zona Sul, São Paulo;1.700
sul;102 m² construídos3 quartos;Rua João Da Rocha, Jardim Consórcio, São Paulo Zona Sul, São Paulo;2.000
sul;57 m² construídos1 quarto;Avenida Lavandisca, Indianópolis, São Paulo Zona Sul, São Paulo;2.900
sul;48 m² construídos1 quarto;Rua Doutor Álvaro Alvim, 130, Vila Mariana, São Paulo Zona Sul, São Paulo;3.000
sul;250 m² construídos3 quartos;R Alabastro, Aclimação, São Paulo Zona Sul, São Paulo;4.500
sul;223 m² construídos3 quartos;Alameda Dos Uapês, Planalto Paulista, São Paulo Zona Sul, São Paulo;6.000
sul;40 m² construídos1 quarto;Joao Bras De Souza, Vila Cruzeiro, São Paulo Zona Sul, São Paulo;1.300
sul;215 m² construídos3 quartos;Rua Do Chaco, 99, Sacomã, São Paulo Zona Sul, São Paulo;3.200
sul;230 m² construídos3 quartos;Rua Guiratinga, 465, Chácara Inglesa, São Paulo Zona Sul, São Paulo;5.000
sul;102 m² construídos2 quartos;Ipiranga, São Paulo Zona Sul, São Paulo;2.400
sul;50 m² construídos1 quarto;Rua Arlinda Ramos Roleira, Jardim São Rafael, São Paulo Zona Sul, São Paulo;1.000
sul;30 m² construídos1 quarto;Vila Guarani (z Sul), São Paulo Zona Sul, São Paulo;1.100
sul;306 m² construídos7 quartos;Avenida Dos Carinás, Indianópolis, São Paulo Zona Sul, São Paulo;10.000
sul;300 m² construídos3 quartos;Rua Joaquim De Almeida, Mirandópolis, São Paulo Zona Sul, São Paulo;9.000
sul;180 m² construídos;Rua Napoleão De Barros, Vila Clementino, São Paulo Zona Sul, São Paulo;4.500
sul;427 m² construídos3 quartos;R. Emílio Lang Júnior, 170, Jardim Da Saúde, São Paulo Zona Sul, São Paulo;6.000
sul;1 quarto;Jardim Clímax, São Paulo Zona Sul, São Paulo;750
sul;95 m² construídos3 quartos;Arcipreste Ezequias, Vila São José, São Paulo Zona Sul, São Paulo;2.500
sul;155 m² construídos2 quartos;Rua Belford Duarte 214, Vila Santa Catarina, São Paulo Zona Sul, São Paulo;1.400
sul;56 m² construídos1 quarto;Vila Guarani (z Sul), São Paulo Zona Sul, São Paulo;950
sul;80 m² construídos;Vila Mariana, São Paulo Zona Sul, São Paulo;3.100
sul;101 m² construídos2 quartos;Rua Lourenço Marques, Vila Olímpia, São Paulo Zona Sul, São Paulo;3.500
sul;200 m² construídos3 quartos;Jacques Félix, Vila Nova Conceição, São Paulo Zona Sul, São Paulo;33.000
sul;406 m² construídos;Moreira Guimarães, Indianópolis, São Paulo Zona Sul, São Paulo;9.000
sul;300 m² construídos3 quartos;Avenida Armando Ferrentini, Paraíso, São Paulo Zona Sul, São Paulo;8.000
sul;39 m² construídos1 quarto;Rua Dos Operários, 1515, Vila Brasilina, São Paulo Zona Sul, São Paulo;750
sul;2 quartos;Mauricio Bielle De Souza Valle, Brooklin Paulista, São Paulo Zona Sul, São Paulo;1.200
sul;180 m² construídos4 quartos;Avenida Pedro Bueno, 1208, Jabaquara, São Paulo Zona Sul, São Paulo;4.500
sul;280 m² construídos3 quartos;Avenida Atlântica, 1872, Interlagos, São Paulo Zona Sul, São Paulo;3.500
sul;215 m² construídos3 quartos;Rua Serranos 208, Vila Do Bosque, São Paulo Zona Sul, São Paulo;3.000
sul;617 m² construídos4 quartos;Rua Heron Domingues 115 B, Jardim Cordeiro, São Paulo Zona Sul, São Paulo;26.000
sul;120 m² construídos2 quartos;Rua Oliveira Alves, 221, Ipiranga, São Paulo Zona Sul, São Paulo;4.900
sul;195 m² construídos4 quartos;Rua Capitão Guilherme Pompeu, 38, Jardim Da Saúde, São Paulo Zona Sul, São Paulo;4.500
sul;345 m² construídos4 quartos;Rua Azevedo Ribeiro, 198, Vila Monte Alegre, São Paulo Zona Sul, São Paulo;4.900
sul;120 m² construídos;Avenida Chibarás, 856, Indianópolis, São Paulo Zona Sul, São Paulo;4.500
sul;212 m² construídos3 quartos;Rua Francisco Olandim, 267, São João Climaco, São Paulo Zona Sul, São Paulo;4.200
sul;300 m² construídos3 quartos;Rua Conde De Itu, 660, Jardim Santo Amaro, São Paulo Zona Sul, São Paulo;5.000
sul;290 m² construídos3 quartos;Rua Capitão Guilherme Pompeu, 38, Jardim Da Saúde, São Paulo Zona Sul, São Paulo;5.500
sul;198 m² construídos3 quartos;Rua Derval, 241, Vila Mascote, São Paulo Zona Sul, São Paulo;3.500
sul;350 m² construídos2 quartos;Rua Gomes Nogueira, 258, Vila São José, São Paulo Zona Sul, São Paulo;5.000
sul;300 m² construídos1 quarto;Rua Bamboré, 41, Ipiranga, São Paulo Zona Sul, São Paulo;6.500
sul;400 m² construídos;Rua Pelotas, 233, Vila Mariana, São Paulo Zona Sul, São Paulo;5.000
sul;220 m² construídos3 quartos;Rua Damásio Rodrigues Gomes, 49, Jardim Cidália, São Paulo Zona Sul, São Paulo;4.500
sul;160 m² construídos;Rua Leandro Dupret, 540, Vila Clementino, São Paulo Zona Sul, São Paulo;4.000
sul;324 m² construídos;Rua Rio Grande, 85, Vila Mariana, São Paulo Zona Sul, São Paulo;6.500
sul;192 m² construídos;Rua Mairinque, 75, Vila Clementino, São Paulo Zona Sul, São Paulo;6.000
sul;219 m² construídos3 quartos;Rua Capitão Guilherme Pompeu, 38, Jardim Da Saúde, São Paulo Zona Sul, São Paulo;5.000
sul;230 m² construídos;Rua Ângelo De Lúcia, 113, Vila Almeida, São Paulo Zona Sul, São Paulo;5.000
sul;84 m² construídos;Rua Silva Bueno, 1587, Ipiranga, São Paulo Zona Sul, São Paulo;1.700
sul;200 m² construídos3 quartos;Rua Lord Cockrane, 278, Ipiranga, São Paulo Zona Sul, São Paulo;4.850
sul;210 m² construídos;Campo Belo, São Paulo Zona Sul, São Paulo;6.000
sul;135 m² construídos3 quartos;Rua Doutor Diogo De Faria, 100, Vila Clementino, São Paulo Zona Sul, São Paulo;4.500
sul;40 m² construídos;Vila Monumento, São Paulo Zona Sul, São Paulo;3.801
sul;160 m² construídos3 quartos;Rua Otávio Tarquínio De Sousa, 606, Campo Belo, São Paulo Zona Sul, São Paulo;4.500
sul;185 m² construídos2 quartos;Rua Vinte E Oito De Setembro, 733, Vila Dom Pedro I, São Paulo Zona Sul, São Paulo;4.500
sul;202 m² construídos3 quartos;Rua Da Paz, 2087, Chácara Santo Antônio, São Paulo Zona Sul, São Paulo;4.500
sul;126 m² construídos2 quartos;Rua Embuaçu 322, Vila Mariana, São Paulo Zona Sul, São Paulo;3.300
sul;115 m² construídos2 quartos;Rua Guararema, 174, Bosque Da Saúde, São Paulo Zona Sul, São Paulo;2.800
sul;200 m² construídos3 quartos;Rua Ramalho Ortigão, 169, Vila Gumercindo, São Paulo Zona Sul, São Paulo;3.500
sul;240 m² construídos5 quartos;Rua Mariz E Barros, 135, Jardim Da Glória, São Paulo Zona Sul, São Paulo;4.450
sul;100 m² construídos3 quartos;Rua Barão Do Rio Branco, 744, Santo Amaro, São Paulo Zona Sul, São Paulo;3.000
sul;290 m² construídos4 quartos;Rua Luís Delfino, 104, Vila Mariana, São Paulo Zona Sul, São Paulo;5.500
sul;160 m² construídos3 quartos;Rua Doutor Elisio De Castro, 140, Vila Dom Pedro I, São Paulo Zona Sul, São Paulo;2.700
sul;160 m² construídos4 quartos;Avenida Ireré, 890, Planalto Paulista, São Paulo Zona Sul, São Paulo;4.800
sul;250 m² construídos4 quartos;Rua Dom Valverde, 201, Vila Monumento, São Paulo Zona Sul, São Paulo;4.500
sul;100 m² construídos;Avenida Indianópolis, 3304, Indianópolis, São Paulo Zona Sul, São Paulo;4.400
sul;305 m² construídos4 quartos;Rua Padre Vicente Heckel, 56, Parque Jabaquara, São Paulo Zona Sul, São Paulo;3.500
sul;126 m² construídos3 quartos;Brooklin Paulista, São Paulo Zona Sul, São Paulo;3.700
sul;180 m² construídos3 quartos;Rua Dias De Toledo, 338, Saúde, São Paulo Zona Sul, São Paulo;3.700
sul;50 m² construídos2 quartos;Vila Guarani (z Sul), São Paulo Zona Sul, São Paulo;1.050
sul;200 m² construídos3 quartos;Rua Otávio Tarquínio De Sousa, 1100, Campo Belo, São Paulo Zona Sul, São Paulo;4.500
sul;209 m² construídos3 quartos;Rua Chapeco, 131, Mirandópolis, São Paulo Zona Sul, São Paulo;4.000
sul;125 m² construídos3 quartos;Rua Luís Augusto Campos, 110, Mirandópolis, São Paulo Zona Sul, São Paulo;3.200
sul;187 m² construídos3 quartos;Ipiranga, São Paulo Zona Sul, São Paulo;3.950
sul;180 m² construídos4 quartos;Rua Do Fico, 234, Ipiranga, São Paulo Zona Sul, São Paulo;4.500
sul;150 m² construídos;Rua Santa Cruz, 1889, Vila Mariana, São Paulo Zona Sul, São Paulo;4.500
sul;106 m² construídos2 quartos;Rua General Lecor, 388, Ipiranga, São Paulo Zona Sul, São Paulo;4.400
sul;123 m² construídos;Rua Apeninos, 127, Aclimação, São Paulo Zona Sul, São Paulo;4.000
sul;120 m² construídos2 quartos;Avenida Ireré, 967, Planalto Paulista, São Paulo Zona Sul, São Paulo;3.100
sul;372 m² construídos4 quartos;Rua Nicolau Alayon, 52, Interlagos, São Paulo Zona Sul, São Paulo;6.000
sul;350 m² construídos3 quartos;Rua Bom Pastor, 2099, Ipiranga, São Paulo Zona Sul, São Paulo;4.500
sul;190 m² construídos3 quartos;Avenida Pedro Bueno, 1208, Jabaquara, São Paulo Zona Sul, São Paulo;4.500
sul;230 m² construídos4 quartos;Avenida Doutor Altino Arantes, 516, Vila Clementino, São Paulo Zona Sul, São Paulo;4.700
sul;150 m² construídos4 quartos;Rua Raguna Cabral, 114, Vila Monumento, São Paulo Zona Sul, São Paulo;4.500
sul;150 m² construídos3 quartos;Rua Dom Sebastião Do Rego, 486, Vila Gumercindo, São Paulo Zona Sul, São Paulo;4.900
sul;180 m² construídos4 quartos;Rua Vuturuna, 132, Vila Do Bosque, São Paulo Zona Sul, São Paulo;4.800
sul;136 m² construídos2 quartos;Rua Oliveira Alves, 221, Ipiranga, São Paulo Zona Sul, São Paulo;4.600
sul;120 m² construídos2 quartos;Vila Olímpia, São Paulo Zona Sul, São Paulo;3.800
sul;125 m² construídos3 quartos;Rua Ipiranga, 443, Jardim Aeroporto, São Paulo Zona Sul, São Paulo;3.500
sul;30 m² construídos1 quarto;Jabaquara, São Paulo Zona Sul, São Paulo;1.000
sul;250 m² construídos;Rua Rio Grande, 83, Vila Mariana, São Paulo Zona Sul, São Paulo;4.900
sul;250 m² totais2 quartos;Rua São Paulino, 100, Vila Mariana, São Paulo Zona Sul, São Paulo;8.000
sul;130 m² construídos3 quartos;Jardim Aeroporto, São Paulo Zona Sul, São Paulo;3.300
sul;120 m² construídos;Rua Joaquim Távora, 1306, Vila Mariana, São Paulo Zona Sul, São Paulo;7.000
sul;107 m² construídos;Vila São José, São Paulo Zona Sul, São Paulo;2.500
sul;50 m² construídos1 quarto;Vila Do Bosque, São Paulo Zona Sul, São Paulo;1.300
sul;200 m² construídos;Rua Benito Juarez, Vila Mariana, São Paulo Zona Sul, São Paulo;6.200
sul;100 m² construídos2 quartos;Rua Fagundes Dias 314, Saúde, São Paulo Zona Sul, São Paulo;2.300
sul;200 m² construídos;Rua Conselheiro Rodrigues Alves, 659, Vila Mariana, São Paulo Zona Sul, São Paulo;4.500
sul;110 m² construídos2 quartos;Vila Olímpia, São Paulo Zona Sul, São Paulo;3.500
sul;250 m² construídos1 quarto;Rua Lacedemônia, Jardim Brasil (zona Sul), São Paulo Zona Sul, São Paulo;8.900
sul;328 m² construídos;Rua Bela Vista, Santo Amaro, São Paulo Zona Sul, São Paulo;8.000
sul;250 m² construídos;Professor Campos De Oliveira, Jardim Taquaral, São Paulo Zona Sul, São Paulo;5.000
sul;170 m² construídos3 quartos;Rua Tacoma, 66, Brooklin Paulista, São Paulo Zona Sul, São Paulo;5.000
sul;295 m² construídos4 quartos;Rua Godofredo Rangel, 84, Mirandópolis, São Paulo Zona Sul, São Paulo;3.750
sul;350 m² construídos4 quartos;Rua Antônio Correia De Lemos, 811, Aclimação, São Paulo Zona Sul, São Paulo;4.500
sul;280 m² construídos;Santo Amaro, São Paulo Zona Sul, São Paulo;3.500
sul;350 m² construídos;Moema, São Paulo Zona Sul, São Paulo;18.000
sul;120 m² construídos;Vila Olímpia, São Paulo Zona Sul, São Paulo;5.000
sul;150 m² construídos;Avenida Adolfo Pinheiro, 1720, Santo Amaro, São Paulo Zona Sul, São Paulo;5.000
sul;130 m² construídos3 quartos;Rua Antônio De Macedo Soares, 1922, Campo Belo, São Paulo Zona Sul, São Paulo;4.500
sul;50 m² construídos2 quartos;Rua Samambaia, 249, Bosque Da Saúde, São Paulo Zona Sul, São Paulo;2.000
sul;80 m² construídos2 quartos;Capitão Jose Cerqueira Leite 1000, Capão Redondo, São Paulo Zona Sul, São Paulo;1.200
sul;1 quarto;Jardim Luso, Jardim Luso, São Paulo Zona Sul, São Paulo;560
sul;80 m² construídos;Rua Marselhesa, 265, Vila Mariana, São Paulo Zona Sul, São Paulo;3.500
sul;270 m² construídos;Avenida Pedro Bueno, 1016, Jabaquara, São Paulo Zona Sul, São Paulo;4.500
sul;320 m² construídos4 quartos;Rua Geórgia, Brooklin Paulista, São Paulo Zona Sul, São Paulo;12.000
sul;250 m² construídos4 quartos;Rua Breno Ferraz Do Amaral, 112, Vila Mariana, São Paulo Zona Sul, São Paulo;4.500
sul;180 m² construídos3 quartos;Rua Visconde De Pirajá, 902, Vila Dom Pedro I, São Paulo Zona Sul, São Paulo;4.500
sul;37 m² construídos;Cidade Domitila, Cidade Domitila, São Paulo Zona Sul, São Paulo;800
sul;110 m² construídos4 quartos;Rua Loefgren, 1765, Vila Clementino, São Paulo Zona Sul, São Paulo;3.600
sul;200 m² construídos;Itaim Bibi, São Paulo Zona Sul, São Paulo;8.500
sul;220 m² construídos3 quartos;Rua José Veríssimo Da Costa Pereira, 283, Vila Do Encontro, São Paulo Zona Sul, São Paulo;3.000
sul;342 m² construídos3 quartos;Rua Martins Peres, 299, Bosque Da Saúde, São Paulo Zona Sul, São Paulo;4.500
sul;200 m² construídos5 quartos;Rua Joel Jorge De Melo, 765, Vila Mariana, São Paulo Zona Sul, São Paulo;4.200
sul;169 m² construídos3 quartos;Rua Alsácia 224, Jardim Aeroporto, São Paulo Zona Sul, São Paulo;3.000
sul;450 m² construídos3 quartos;Rua Martins Peres, 299, Bosque Da Saúde, São Paulo Zona Sul, São Paulo;4.500
sul;180 m² construídos3 quartos;Rua Estado De Israel, 168, Vila Clementino, São Paulo Zona Sul, São Paulo;3.000
sul;180 m² construídos2 quartos;Rua Francisco Giuseppe Giordano, 83, Saúde, São Paulo Zona Sul, São Paulo;3.500
sul;127 m² construídos2 quartos;Rua Saturnino Dos Santos, 173, Vila Firmiano Pinto, São Paulo Zona Sul, São Paulo;3.000
sul;150 m² construídos2 quartos;Alameda Dos Guaramomis, 728, Planalto Paulista, São Paulo Zona Sul, São Paulo;3.000
sul;45 m² construídos1 quarto;Parque Primavera, Parque Primavera, São Paulo Zona Sul, São Paulo;600
sul;180 m² construídos;Rua General Lecor, 402, Ipiranga, São Paulo Zona Sul, São Paulo;3.300
sul;70 m² construídos2 quartos;Rua Da Imprensa, 531, Vila São José, São Paulo Zona Sul, São Paulo;1.600
sul;35 m² construídos1 quarto;Ludgéro José Dos Santos 26, Capão Redondo, São Paulo Zona Sul, São Paulo;650
sul;93 m² construídos2 quartos;Moema, São Paulo Zona Sul, São Paulo;5.000
sul;198 m² construídos;Campo Belo, São Paulo Zona Sul, São Paulo;4.500
sul;220 m² construídos;Rua Manoel Mateus, 16, Vila Firmiano Pinto, São Paulo Zona Sul, São Paulo;4.500
sul;117 m² construídos3 quartos;Brooklin Paulista, São Paulo Zona Sul, São Paulo;4.500
sul;40 m² construídos1 quarto;Rua Carlos Alberto Werneck, 22, Vila Santa Teresa (zona Sul), São Paulo Zona Sul, São Paulo;1.200
sul;120 m² construídos;Vila Olímpia, São Paulo Zona Sul, São Paulo;4.500
sul;35 m² construídos1 quarto;Rua Gerson Marques 100, Capão Redondo, São Paulo Zona Sul, São Paulo;550
sul;220 m² construídos2 quartos;Alameda Dos Ubiatans, 358, Planalto Paulista, São Paulo Zona Sul, São Paulo;4.500
sul;28 m² construídos1 quarto;Rua Ramalho Ortigão, Vila Gumercindo, São Paulo Zona Sul, São Paulo;650
sul;90 m² construídos;Vila Mariana, São Paulo Zona Sul, São Paulo;3.700
sul;406 m² construídos;Moema, São Paulo Zona Sul, São Paulo;9.000
sul;350 m² construídos;Joaquim Eugênio De Lima, Jardim Paulista, São Paulo Zona Sul, São Paulo;35.000
sul;25 m² construídos1 quarto;Madre Rita Amada De Jesus, Granja Julieta, São Paulo Zona Sul, São Paulo;1.400
leste;70 m² totais2 quartos;Jardim Marília, São Paulo Zona Leste, São Paulo;1.500
leste;80 m² construídos2 quartos;Rua Monte Cardoso, 448, Vila Antonieta, São Paulo Zona Leste, São Paulo;1.400
leste;343 m² construídos3 quartos;Rua Américo Vespucci, 721, Vila Prudente, São Paulo Zona Leste, São Paulo;5.000
leste;181 m² construídos3 quartos;Vila Gomes Cardim, São Paulo Zona Leste, São Paulo;5.000
leste;1 quarto;Nao Informado, Parque Das Paineiras, São Paulo Zona Leste, São Paulo;750
leste;100 m² construídos2 quartos;Rua Acariabu 38, Vila Nova York, São Paulo Zona Leste, São Paulo;1.600
leste;47 m² construídos2 quartos;Agrimensor Sugaya 1437, Itaquera, São Paulo Zona Leste, São Paulo;1.208
leste;50 m² construídos1 quarto;Rua Capitão Ferraioulo 125, Vila Invernada, São Paulo Zona Leste, São Paulo;950
leste;300 m² construídos3 quartos;Jardim Anália Franco, São Paulo Zona Leste, São Paulo;4.000
leste;1 m² construídos2 quartos;Conjunto Residencial Sitio Oratório, São Paulo Zona Leste, São Paulo;1.250
leste;180 m² construídos3 quartos;Jardim Avelino, São Paulo Zona Leste, São Paulo;4.000
leste;70 m² construídos2 quartos;Vila Mesquita, São Paulo Zona Leste, São Paulo;1.500
leste;45 m² construídos2 quartos;Rua Fioravante Lopes Garcia, Jardim Belém, São Paulo Zona Leste, São Paulo;1.100
leste;70 m² totais2 quartos;Chácara Seis De Outubro, São Paulo Zona Leste, São Paulo;1.900
leste;70 m² construídos2 quartos;Vila Prudente, São Paulo Zona Leste, São Paulo;1.900
leste;32 m² construídos1 quarto;Principe Do Grão Para 134, Itaquera, São Paulo Zona Leste, São Paulo;990
leste;350 m² construídos3 quartos;Rua Santa Maria, 35, Parque São Jorge, São Paulo Zona Leste, São Paulo;5.000
leste;180 m² construídos3 quartos;Rua Azevedo Soares, 235, Vila Gomes Cardim, São Paulo Zona Leste, São Paulo;5.000
leste;68 m² construídos2 quartos;Vila Formosa, São Paulo Zona Leste, São Paulo;1.550
leste;155 m² construídos2 quartos;Vila Antonieta, São Paulo Zona Leste, São Paulo;1.580
leste;55 m² construídos2 quartos;Vila Carrão, São Paulo Zona Leste, São Paulo;1.150
leste;35 m² construídos1 quarto;Rua Professor Antonio Peixoto,;
 Jardim Jaú (zona Leste); São Paulo Zona Leste;" São Paulo""";1.100
leste;110 m² construídos3 quartos;Vila Nhocune, São Paulo Zona Leste, São Paulo;2.250
leste;80 m² construídos2 quartos;R Sargento Aires Silva Dias, Conjunto Habitacional Marechal Mascarenhas De Morais, São Paulo Zona Leste, São Paulo;1.100
leste;10 m² construídos3 quartos;Rua Antônio Neves, Vila Belo Horizonte, São Paulo Zona Leste, São Paulo;1.850
leste;50 m² construídos1 quarto;R Antolin Rodrigo, Cidade São Mateus, São Paulo Zona Leste, São Paulo;400
leste;90 m² construídos3 quartos;Jardim Novo Carrão, São Paulo Zona Leste, São Paulo;1.500
leste;10 m² construídos1 quarto;Rua Domingos Cubas, Vila Araguaia, São Paulo Zona Leste, São Paulo;680
leste;40 m² construídos1 quarto;Vila Nhocune, São Paulo Zona Leste, São Paulo;800
leste;37 m² construídos2 quartos;Penha De Franca, São Paulo Zona Leste, São Paulo;990
leste;97 m² construídos3 quartos;Cidade Patriarca, São Paulo Zona Leste, São Paulo;1.780
leste;37 m² construídos2 quartos;Penha De Franca, São Paulo Zona Leste, São Paulo;990
leste;100 m² construídos2 quartos;Rua Alberto Flores 476, Jardim Hercilia, São Paulo Zona Leste, São Paulo;1.300
leste;60 m² construídos2 quartos;Rua Sao Jose De Caiana, Parque Císper, São Paulo Zona Leste, São Paulo;1.100
leste;70 m² construídos2 quartos;Rua Moises Justino 0, Vila Nhocune, São Paulo Zona Leste, São Paulo;1.000
leste;80 m² construídos2 quartos;Rua José Francisco Lopes 0, Vila Nhocune, São Paulo Zona Leste, São Paulo;1.200
leste;50 m² construídos2 quartos;Rua José Pinto De Melo 1, Jardim Hercilia, São Paulo Zona Leste, São Paulo;1.100
leste;100 m² construídos2 quartos;Rua João Luiz Faria 0, Jardim Brasília (zona Leste), São Paulo Zona Leste, São Paulo;1.500
leste;120 m² construídos3 quartos;Rua Braço Da Cruz 0, Cidade Patriarca, São Paulo Zona Leste, São Paulo;1.800
leste;100 m² construídos2 quartos;Rua Alberto Flores 1, Vila Nhocune, São Paulo Zona Leste, São Paulo;1.300
leste;45 m² construídos1 quarto;Rua José Francisco Lopes 1, Vila Nhocune, São Paulo Zona Leste, São Paulo;750
leste;100 m² construídos2 quartos;São Vitório 0, Vila Nhocune, São Paulo Zona Leste, São Paulo;1.500
leste;94 m² construídos1 quarto;Rua Luís Percore 0, Cidade Líder, São Paulo Zona Leste, São Paulo;900
leste;30 m² construídos1 quarto;Rua Guilherme Rudge, Vila São Geraldo, São Paulo Zona Leste, São Paulo;800
leste;40 m² construídos1 quarto;Rua Saturnino De Souza 0, Vila Nhocune, São Paulo Zona Leste, São Paulo;600
leste;110 m² construídos2 quartos;Av Dr Pereira Vergueiro 1, Vila Nhocune, São Paulo Zona Leste, São Paulo;2.000
leste;80 m² construídos2 quartos;Rua Cavalcante De Albuquerque 0, Vila Nhocune, São Paulo Zona Leste, São Paulo;1.050
leste;120 m² construídos2 quartos;Rua Alberto Flores 0, Vila Nhocune, São Paulo Zona Leste, São Paulo;1.300
leste;80 m² construídos2 quartos;Avenida Dr. Pereira Vergueiro 0, Vila Nhocune, São Paulo Zona Leste, São Paulo;1.400
leste;95 m² construídos2 quartos;Rua Vuarame 0, Jardim Santa Maria, São Paulo Zona Leste, São Paulo;1.300
leste;70 m² construídos1 quarto;Rua São Vitório 0, Vila Nhocune, São Paulo Zona Leste, São Paulo;1.100
leste;100 m² construídos;Rua João Vieira Prioste, Vila Carrão, São Paulo Zona Leste, São Paulo;2.500
leste;175 m² construídos1 quarto;Chácara Cruzeiro Do Sul, São Paulo Zona Leste, São Paulo;1.300
leste;106 m² construídos2 quartos;Vila Carolina, São Paulo Zona Leste, São Paulo;4.500
leste;142 m² construídos3 quartos;Rua Santa Teresa Do Bonito, Vila Buenos Aires, São Paulo Zona Leste, São Paulo;2.300
leste;220 m² construídos;Vila Carolina, São Paulo Zona Leste, São Paulo;22.000
leste;100 m² construídos3 quartos;Avenida Dr. Pereira Vergueiro 0, Vila Nhocune, São Paulo Zona Leste, São Paulo;1.500
leste;78 m² construídos2 quartos;Jardim Jaú (zona Leste), São Paulo Zona Leste, São Paulo;1.600
leste;300 m² construídos2 quartos;Parque Da Mooca, São Paulo Zona Leste, São Paulo;8.000
leste;130 m² construídos2 quartos;Rua Da Ordem, Vila Nova Savoia, São Paulo Zona Leste, São Paulo;2.200
leste;40 m² construídos1 quarto;Rua Madre Luisa Dos Anjos 0, Vila Nhocune, São Paulo Zona Leste, São Paulo;1.000
leste;45 m² construídos1 quarto;Tauá 288, Jardim Nordeste, São Paulo Zona Leste, São Paulo;750
leste;300 m² construídos3 quartos;Cidade Patriarca, São Paulo Zona Leste, São Paulo;2.700
leste;90 m² construídos3 quartos;Vila Nova Savoia, São Paulo Zona Leste, São Paulo;2.000
leste;140 m² construídos2 quartos;Vila Talarico, São Paulo Zona Leste, São Paulo;1.900
leste;40 m² construídos1 quarto;Vila Matilde, São Paulo Zona Leste, São Paulo;550
leste;50 m² construídos1 quarto;Jardim Maringá, São Paulo Zona Leste, São Paulo;900
leste;60 m² construídos2 quartos;Vila Granada, São Paulo Zona Leste, São Paulo;1.200
leste;60 m² construídos2 quartos;Joaquim Alves Diniz 591, Vila São Francisco (capital Zona Leste), São Paulo Zona Leste, São Paulo;1.300
leste;25 m² construídos1 quarto;Rua Gregório Souza, Vila Nova Savoia, São Paulo Zona Leste, São Paulo;585
leste;29 m² construídos1 quarto;Rua Paulo De Veras 202, Jardim Nossa Senhora Do Carmo, São Paulo Zona Leste, São Paulo;500
leste;50 m² construídos2 quartos;Vila Prudente, São Paulo Zona Leste, São Paulo;650
leste;52 m² totais1 quarto;Ursa Maior, Cidade Satélite Santa Bárbara, São Paulo Zona Leste, São Paulo;400
leste;95 m² construídos2 quartos;Vila Rui Barbosa, São Paulo Zona Leste, São Paulo;1.500
leste;45 m² construídos1 quarto;Av Cangaiba, 3500, Vila Araguaia, São Paulo Zona Leste, São Paulo;650
leste;180 m² construídos3 quartos;Vila Carrao, Vila Carrão, São Paulo Zona Leste, São Paulo;2.500
leste;999 m² construídos2 quartos;Rua Alberto Ramos, 1004, Jardim Independencia, São Paulo Zona Leste, São Paulo;1.110
leste;70 m² construídos2 quartos;Cidade Líder, São Paulo Zona Leste, São Paulo;1.000
leste;200 m² construídos4 quartos;Cidade São Mateus, São Paulo Zona Leste, São Paulo;1.650
leste;125 m² construídos3 quartos;Avenida Mário Alves, Jardim Pedro José Nunes, São Paulo Zona Leste, São Paulo;1.800
leste;24 m² construídos1 quarto;Chácara Belenzinho, São Paulo Zona Leste, São Paulo;900
leste;60 m² construídos2 quartos;Rua Filipe Galvão, Vila Granada, São Paulo Zona Leste, São Paulo;1.450
leste;50 m² construídos1 quarto;Rua Bernardo De Lima, Chácara Belenzinho, São Paulo Zona Leste, São Paulo;550
leste;40 m² construídos1 quarto;Jardim Tietê, São Paulo Zona Leste, São Paulo;900
leste;36 m² construídos1 quarto;Chácara Seis De Outubro, São Paulo Zona Leste, São Paulo;650
leste;90 m² construídos2 quartos;Rua Antônio Sampaio Ferraz, Cidade Patriarca, São Paulo Zona Leste, São Paulo;1.580
leste;40 m² construídos1 quarto;Vila Alpina, São Paulo Zona Leste, São Paulo;810
leste;999 m² construídos2 quartos;Vila Alpina, São Paulo Zona Leste, São Paulo;1.400
leste;250 m² construídos3 quartos;Fazenda Da Juta, São Paulo Zona Leste, São Paulo;1.700
leste;50 m² construídos2 quartos;Vila Ema, São Paulo Zona Leste, São Paulo;1.800
